type,text
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,"Hi this is yijue, can i meet u at 11 tmr?"
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear & best friends.. GOODEVENING Dear..:)
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,"Nah man, my car is meant to be crammed full of people"
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,I called and said all to him:)then he have to choose this future.
ham,The word Checkmate in chess comes from the Persian phrase Shah Maat which means; the king is dead.. Goodmorning.. Have a good day..:)
ham,Pls dont forget to study
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
ham,"Oops I did have it,  # ?"
ham,Went fast asleep dear.take care.
ham,Prepare to be pleasured :)
ham,Pls pls find out from aunt nike.
ham,U still havent got urself a jacket ah?
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  # . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,"Say this slowly.? GOD,I LOVE YOU & I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people & u c miracle tomorrow, do it,pls,pls do it..."
ham,No need lar i go engin? Cos my sis at arts today...
ham,Ok lor... But buy wat?
ham,K..k..any special today?
ham,"alright, I'll make sure the car is back tonight"
ham,"K, if u bored up just come to my home.."
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
ham,Hey... Why dont we just go watch x men and have lunch... Haha 
ham,No calls..messages..missed calls
ham,"They can try! They can get lost, in fact. Tee hee"
ham,Wot about on wed nite I am 3 then but only til 9!
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,No probs hon! How u doinat the mo?
ham,Crucify is c not s. You should have told me earlier.
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,No she didnt. I will search online and let you know.
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,"Ok omw now, you at castor?"
ham,I meant as an apology from me for texting you to get me drugs at  # at night
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,"Hm good morning, headache anyone? :-)"
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,I'll be late...
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,Did u receive my msg?
ham,Well welp is sort of a semiobscure internet thing
ham,"There're some people by mu, I'm at the table by lambda"
ham,He didn't see his shadow. We get an early spring yay
ham,Apart from the one i told you about yesterday?
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
spam,ringtoneking 84484
ham,Ranjith cal drpd Deeraj and deepak 5min hold
spam,74355 XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or Â£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,Aah bless! How's your arm?
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,Where's my boytoy? I miss you ... What happened?
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,"4 tacos + 1 rajas burrito, right?"
ham,Having lunch:)you are not in online?why?
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham,Wherre's my boytoy ? :-(
ham,"Gosh that , what a pain. Spose I better come then."
ham,Msg me when rajini comes.
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
ham,Then wat r u doing now? Busy wif work?
ham,Now i'm going for lunch.
spam,FREE entry into our Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together & fuelled by love & concern prior 2 her grief & pain. Pls join in dis chain & pass it. STOP VIOLENCE AGAINST WOMEN."
ham,Alex says he's not ok with you not being ok with it
ham,Can you do online transaction?
ham,Are you angry with me. What happen dear
ham,Ok pa. Nothing problem:-)
ham,What's a feathery bowa? Is that something guys have that I don't know about?
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,Gud ni8.swt drms.take care
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
ham,I had askd u a question some hours before. Its answer
ham,Whos this am in class:-)
ham,So what do you guys do.
ham,No. Yes please. Been swimming?
ham,Ok...
ham,"Goodmorning, Today i am late for  # min."
ham,"I prefer my free days... Tues, wed, fri oso can... u ask those workin lor..."
ham,No..few hours before.went to hair cut .
ham,No de. But call me after some time. Ill tell you k
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
ham,Kallis is ready for bat in 2nd innings
spam,Congratulations YOU'VE Won. You're a Winner in our August Â£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,"If we hit it off, you can move in with me :)"
ham,First has she gained more than  # kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
ham,She ran off with a younger man. we will make pretty babies together :)
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,"Hi Chikku, send some nice msgs"
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,I wait 4 u inside da car park...
ham,Hey! do u fancy meetin me at 4 at cha â hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,Leave it de:-). Start Prepare for next:-)..
ham,I gotta collect da car at 6 lei.
ham,Ok good then i later come find u... C lucky i told u to go earlier... Later pple take finish u no more again...
ham,Taka lor. Wat time u wan 2 come n look 4 us?
ham,If you have belive me. Come to my home.
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
ham,Yeah that's the impression I got
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,Draw va?i dont think so:)
ham,Dont talk to him ever ok its my word.
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,I'm on da bus going home...
ham,I am going to film 2day da. At 6pm. Sorry da.
ham,Gud mrng dear hav a nice day
ham,I am taking half day leave bec i am not well
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ # .
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when u r done.
ham,And several to you sir.
ham,On ma way to school. Can you pls send me ashley's number
ham,Just normal only here :)
ham,Oh yeah! And my diet just flew out the window
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
